en-CA,fr-CA
Raspberry Pomegranate Syrup,Sachet de sucre
Red Packet,Sachet graines de citrouille
Red Skin Potato Salad,Sachet sel
Reese's Pieces,Sachets de thé chai éclat
Refill,Sachets de thé earl grey suppl
Refill Tea,Sachets de thé earl grey supplémentaires
Refresher Beverage,Sachets de thé menthe supplém
Refreshers,Sachets de thé orange pekoe su
Reg Crm Chs,Sachets de thé orange pekoe supplémentaires
Regular,Sachets de thé vert supplément
Regular Bagel,Sachets de thé vert supplémentaires
Regular Cadbury Crème Egg McFlurry,Sachets ketchup
Regular CC,Salade asiatique
Regular Cream Cheese,Salade aux 3 grains au sésame
Regular Golden McFlurry,Salade aux 3 grains au sésame et au gingembre
Regular Oreo McFlurry,Salade aux pommes de terre rouges
Regular Pour,Salade d'Entrée
Regular Skor McFlurry,Salade d’épinards (carottes/gr. tournesol/canneb.)
Regular Smarties McFlurry,Salade de couscous
Regular Spicy Buffalo Crispy Poutine,Salade de haricots noirs
Regular Spicy Buffalo Grilled Poutine,Salade de pois chiches et d'ed
Regular Strawberry Cheesecake McFlurry,Salade de pois chiches et d'edamames
Returnable Cold Cup,Salade de taboulé
Returnable Hot Cup,Salade du jardin (pommes et noix)
Rink Holiday Mug,Salade fusion asiatique au sésame
RMHC Coupon Book,Salade grecque aux pâtes et au feta
Roaring Black Tea,Salade pad thaï
Ronald McDonald House Donation,Salade teriyaki ***
Root Beer Syrup,Salade-repas César
Rotisserie Sauce,Salade-repas grecque
Round Egg,Salade-repas récolte
S  Hot Choc ***,Salé sirop au caramel
S Apple Juice,Salsa
S Cappuccino ***,Sand. McMuffin ou McCrêpes au
S Cappuccino Syrup ***,Sand. McMuffin ou McCrêpes au poulet
S Caramel Choc Latte ***,sandwich
S Caramel Choc Mocha ***,Sandwich
S Caramel Latte ***,Sandwich Au Bagel
S Chai Latte ***,Sandwich au fromage fondant
S Choc Chip Lat ***,Sandwich au poulet grillé
S Crème Brûlée Latte ***,Sandwich au poulet grillé de l
S Green Tea,Sandwich au poulet grillé de luxe avec bacon
S Green Tea L,Sandwich épicé au poulet grill
S Hot Choc  ***,Sandwich épicé au poulet grillé
S Hot Choc ***,Sandwich épicé au poulet grillé de luxe avec bacon
S Hot Choc Mint ***,Sandwich et M Boisso
S Hot Chocolate ***,"Sandwich et M Boisson pour X,XX$"
S Hot Water,Sandwich junior au poulet
S Hot Wht Choc ***,Sandwich MacPoulet
S Ice Latte ***,sandwich McMuffin
S Iced Matcha Latte ***,Sandwich Mcmuffin
S Lat Brûlée ***,Sandwich petit déjeuner
S Lat Caramel ***,Sandwich Petit Déjeuner
S Lat Chc Chp ***,"Sandwich pour X,XX$"
S Lat Cml Choc ***,Sandwichs Bistro
S Lat M. Caramel ***,Sandwichs bistro
S Lat M. Caramel***,Sandwichs café
S Lat M. Crml ***,Sandwichs McCrêpes
S Lat Pump ***,Sandwichs McMuffin
S Lat Pumpkin Crml ***,Sandwichs McWrap
S Lat SF ***,Sandwichs Wrap-éclair
S Latte ***,Sandwichs-matin
S Latte Cml Choc ***,Sans confiture
S Latte Pumpkin ***,Sans crème fouettée
S Latte Syrup ***,Sans glace
S Lndn Fog Latte ***,Sans jouet
S Matcha Latte ***,Sans paille
S Mint Latte ***,Sans pâté
S Mint Latte L ***,Sans sachets ketchup
S Mint Latte R ***,Sans sauce
S Mocha ***,Sans Sauce
S Mocha Cml Choc ***,Sans sauce à bouchées de froma
S Mocha Mint ***,Sans sauce à bouchées de fromage
S Mocha Wht Choc ***,Sans sauce aioli
S Orange Juice,Sans sauce tartare
S SF Latte ***,Sans sirop
S Slt Car Latte ***,Sans ustensiles
S Sltd Crml Latte ***,Sans vinaigrette
S Sltd Crml Latte***,Sauc McCrêpes
S Sugar Free Latte ***,Sauc McMuf oeuf
S Van Latte ***,Sauc McMuffin
S Water,Sauce
SA Cappuccino ***,Sauce 3 from
SA Cappuccino Syrup ***,Sauce 3 fromage
Sa Caramel Choc Latte ***,Sauce à Big Mac
SA Caramel Choc Latte ***,Sauce à l’ail style Frank’s Re
SA Caramel Choc Mocha ***,Sauce à l’ail style Frank’s RedHot
SA Hot Choc Mint ***,Sauce à la fumée de bois de po
SA Hot Chocolate ***,Sauce à la fumée de bois de pommier
SA Lat Caramel ***,Sauce à la thaïe
SA Lat Cml Choc  ***,Sauce aigre-douce
SA Lat Cml Choc ***,Sauce aioli
SA Lat M. Caramel ***,Sauce au fromage nacho
SA Lat M. Caramel***,Sauce au miel
SA Lat Pump ***,Sauce au scotch bonnet
SA Lat Pumpkin Crml ***,Sauce aux canneberges
Sa Lat SF ***,Sauce aux féta et aux olives
Sa Latte ***,Sauce aux fines herbes italien
Sa Latte Cml Choc ***,Sauce aux fines herbes italienne
SA Latte Pumpkin ***,Sauce barbecue
SA Latte Syrup ***,Sauce barbecue Caroline
SA Latte Van,Sauce barbecue fumée
SA Latte Vanilla,Sauce BBQ
SA Mocha ***,Sauce Buffalo
SA Mocha Cml Choc ***,Sauce César
SA Mocha Mint ***,Sauce chili doux
Sa SF Latte ***,Sauce chipotle crémeuse
Sa Van Latte ***,Sauce crém. tomate
Salad Dressing,Sauce crém. Tomate
Salad Dressings,Sauce de style hollandaise
Salad Meat,Sauce Démon : Sauce cajun mauv
Salad Mix,Sauce Démon : Sauce cajun mauve
Salsa,Sauce épaisse originale Frank’
Salsa Packet,Sauce épaisse originale Frank’s RedHot®
Salt,Sauce épice crémeaux
Salt Packet,Sauce épicée aux piments
Salted Caramel Cloud Iced Coffee,Sauce épicée avec habanero
Salted Caramel Coffee Frappé,Sauce féta méditerranéenne
Salted Caramel Iced Coffee,Sauce fromage
Salted Caramel Latte (2% Milk),Sauce fromage suisse
Salted Caramel Latte (Almond Milk),Sauce Guerrière : Sauce chili
Salted Caramel Syrup,Sauce Guerrière : Sauce chili doux
Sample,Sauce Lime coriandre
Sandwich,Sauce mayonnaise
Sandwich & Med Drink Offer,Sauce McCroq
Sans sauce à bouchées de froma,Sauce McCroquettes
Sans sauce à bouchées de fromage,Sauce Mediterran
Sau Egg Bagel,Sauce Mediterranean
Sau Egg Bagl VM,Sauce moutarde forte
Sauce,Sauce poutine
Sausage 'n Egg McMuffin,Sauce Ranch
Sausage 'N Egg McMuffin,Sauce style rôtisserie
Sausage 'N Egg McMuffin Extra Value Meal,Sauce tartare
Sausage 'n' Egg McMuffin,Sauce-matin
Sausage 'n' Egg McMuffin Extra Value Meal,Sauces à McCroquettes
Sausage Egg McMuffin,Saucisse McCrêpes
Sausage McGriddle,Saucisse McCrêpes avec œuf
Sausage McGriddle Extra Value Meal,Saucisse McMuffin
Sausage McGriddles,Saucisse McMuffin avec œuf
Sausage McGriddles McValue Meal,Sel
Sausage McMuffin,Sélection de sac
Sausage McMuffin & Hash Brown,Serviettes
Sausage McMuffin & Hash Brown Deal,Sésame bagel
Sausage McMuffin Extra Value Meal,Simply Limonade avec framboise
Sausage McMuffin McValue Meal,Sirop
Sausage Patty,Sirop à crêpes
"Sausage, Bacon & Egg Breakfast Wrap",Sirop à la fraise et au fruit
"Sausage, Bacon & Egg Breakfast Wrap Extra Value Meal",Sirop à la fraise et au fruit de la passion
"Sausage, Bacon & Egg Wrap",Sirop à la framb bleue
"Sausage, Egg & Cheese McGridde",Sirop à la pêche et à la mangu
"Sausage, Egg & Cheese McGriddl",Sirop à la pêche et à la mangue
"Sausage, Egg & Cheese McGriddles",Sirop à la vanille française
"Sausage, Egg & Cheese McGriddles Extra Value Meal",sirop aromatisé à la crème à l
Sausge Egg McMuffin & Hash Brown Deal,sirop aromatisé à la crème à l'orange
Sausge Egg McMuffin & HB,sirop aromatisé à la fraise et
Scotch Bonnet Sauce,sirop aromatisé à la fraise et à la crème
Seasoning,sirop aromatisé à la fraise et au melon d'eau
Select Coffee,Sirop aromatisé à la mangue et à l'ananas
Select Fries,Sirop aromatisé à la mûre et au fruit de la passion
Select Happy Meal,Sirop au caramel
Select Happy Meal Drink,Sirop au caramel salé
Select HM Side,Sirop au chocolat
Select Sandwich,Sirop fondant
Select Small Brewed Coffee,Sirop framboise bleue
Senior,Sirop Framboise et Grenade
Senior Drink,Sirop Framboise et Grenade
Senior Earl Grey Tea,Sirop melon lime
Senior Green Tea,Sirop sans sucre
Senior Hot Chocolate,Skor
Senior Orange Pekoe Tea,SKOR
Senior Peppermint Tea,Small Cup
Senior's Earl Grey Tea,Smoothie
Senior's Green Tea,Smoothie fraises-banane
Senior's Orange Pekoe Tea,Smoothie grenade-bleuets
Senior's Peppermint Tea,Smoothie mangue-ananas
Separate Bags,Smoothies et frappes
Served,Smoothies et Frappés
Service Fee,Smoothies et Frappés glacés
Sesame and Poppy Seed Bun,Soda signature
Sesame Bacon 'N Egg Bagel,Soda Twist
Sesame Bacon 'N Egg Bagel Extra Value Meal,Soutenir CapitalCare Norwood
Sesame Bagel,Soutien au Grand McDon
Sesame Bagel w/ Reg CC Product,Splash fraîcheur
Sesame Bagel w/ Reg Cream Cheese McValue Meal,Splash fraîcheur fraise-melon d'eau
Sesame Bagel w/ Regular CC,"Splash fraîcheur fraise-melon d'eau, format moyen"
Sesame Bagel w/ Regular Cream,"Splash fraîcheur fraise-melon d'eau, grand format"
Sesame Bagel w/ Regular Cream Cheese,"Splash fraîcheur fraise-melon d'eau, petit format"
Sesame Bagel w/ Regular Cream Cheese Product,Splash fraîcheur mangue-ananas
Sesame Bagel with Regular Cream Cheese,"Splash fraîcheur mangue-ananas, format moyen"
Sesame Bagl w/ Spreads,"Splash fraîcheur mangue-ananas, grand format"
Sesame Bagl w/ Spreads ***,"Splash fraîcheur mangue-ananas, petit format"
Sesame BLT Bagel,Splash fraîcheur mûre-fruit de la passion
Sesame BLT Bagel EVM,"Splash fraîcheur mûre-fruit de la passion, format moyen"
Sesame BLT Bagel Extra Value Meal,"Splash fraîcheur mûre-fruit de la passion, format petit"
Sesame Egg BLT Bagel,"Splash fraîcheur mûre-fruit de la passion, grand format"
Sesame Egg BLT Bagel Extra Value Meal,Splenda
Sesame Sausage 'N Egg Bagel,Sprite
Sesame Sausage 'N Egg Bagel Extra Value Meal,Sprite éclat de framboise bleue
Sesame Seed Split Bun,"Sprite éclat de framboise bleue, format moyen"
Seseme Bagel Happy Meal,"Sprite éclat de framboise bleue, grand format"
Sesm Bgl w/ Sprd VM ***,"Sprite éclat de framboise bleue, petit format"
Share Bundle,Sprite Syrup
Share Bundle (Serves 2),Sub bac dos
Shred Parmesan,Sub fr MoJac
Shredded Carrots,Sub laitu la
Shredded Cheese,Sub muf angl
Shredded Lettuce,Sub parmesan
Side Item,Sub sce BMac
Side Salads & Snack Wraps,Sub sceRanch
Signature Danish,Sub tr from
Signature Danishes,Subs coul ch
Silver Holiday Tumblr,Subs poul cr
Simply Apple Juice,Subs sir car
Simply Lemonade Raspberry,Subs sir van
Simply Orange Juice,Subs tartare
Skor  Pieces,Subst bacon
SKOR  Pieces,Subst bacon dos
Skor McFlurry,Subst coulis choc
Skor Pieces,Subst crème
SKOR Pieces,Subst from MJack
Small,Subst laitue feu
Small Apple Juice,Subst laitue lan
Small Cappuccino (Almond Milk),Subst McCrêpes
Small Chocolate Shake,Subst muffin ang
Small Clear Cup,Subst oeuf brouillé
Small Cup,Subst oeuf crevé
Small Cup FS,Subst oeuf miroir
Small Decaf Coffee,Subst oeuf rond
Small Earl Grey,Subst oig lam
Small French Fries,Subst oig recons
Small French Vanilla Latte (2% milk),Subst p pain Qrt
Small French Vanilla Latte (Almond milk),Subst parmesan
Small Fries,Subst pâté Quart
Small Hot Chocolate,Subst poulet crou
Small Hot Chocolate (2% Milk),Subst sauce BigM
Small Orange Juice,Subst sauce MacP
Small Orange Pekoe Tea,Subst sauce Ran
Small Order Fee,Subst sauce tart
Small Peppermint Tea,Subst sauce thaïe
Small Premium Roast Coffee,Subst sirop car
Small Senior's Coffee,Subst sirop van
Small Senior's Decaf Coffee,Subst tranche fr
Small Senior's Earl Grey Tea,Substituer saucisse
Small Senior's Green Tea,Substituer Wrap de laitue
Small Senior's Orange Pekoe Tea,Sucre
Small Senior's Peppermint Tea,sucre caramélisé
Small Soft Drinks,Sucre liquide
Small Strawberry Shake,Supp McCafé
Small Vanilla Shake,Tartinades
Smarties McFlurry,Tass thé vert client aîné
Smarties Pieces,Tasse
Smartwater,Tasse à café déca client
Sml Americano,Tasse à café infusé client
Sml Apple Juice,Tasse à thé menthe client
Sml Barq's Root Beer,Tasse à thé vert client
Sml Bergamia Grey Tea,Tasse bon homme de neige fêtes
Sml Blackberry Passionfruit Refresher,Tasse Earl Grey client
Sml Blueberry Pomegranate Real Fruit Smoothie,Tasse Earl Grey client aîné
Sml Blueberry Pomegranate Smoothie,Tasse McCafé
Sml Cappuccino (2% Milk),Tasse menthe client aîné
Sml Cappuccino (Almond Milk),Tasse Orange Pekoe client
Sml Caramel Latte (Almond milk),Tasse Pekoe client aîné
Sml Caramel Latte (Almond Milk),Tasse thé bergamia gris client
Sml Chai Cardamom Tea Latte (2% Milk),Thé bergamia gris
Sml Chai Cardamom Tea Latte (Almond Milk),Thé chai éclat
Sml Chai Glow Tea,Thé Earl Grey
Sml Chocolate Hazelnut Iced Latte (2% Milk),Thé earl grey aînés
Sml Chocolate Hazelnut Latte (2% Milk),Thé glacé au au légèrement citron sucre Gold Peak
Sml Chocolate Triple Thick Milkshake,Thé glacé au citron Gold Peak
Sml Cloud Iced Coffee,Thé glacé au légèrement citron sucre Gold Peak
Sml Cloud Iced Coffee with Sugar-Free Syrup,Thé glacé brassé
Sml Coca-Cola,Thé glacé Fuze
Sml Coffee,Thé glacé FUZE
Sml Coffee Frappé,Thé glacé NESTEA
Sml Coffee Frappé w/ Whipped Cream & Choc Drizzle,Thé menthe poivrée aînés
Sml Coffee Refill,Thé orange pekoe
Sml Coke,Thé Orange Pekoe
Sml Coke Zero,Thé orange pekoe aînés
Sml Creamy Strawberry Coke,Thé Remplir Nouveau
Sml Decaf Coffee,Thé rugissement noir
Sml Decaf Coffee Refill,Thé vert
Sml Diet Coke,Thé vert à la citronnelle
Sml Earl Grey Tea,Thé vert aînés
Sml French Vanilla Cloud Iced Coffee,Tomate
Sml French Vanilla Latte (2% Milk),Tomate et Mozza ***
Sml French Vanilla Latte (Almond Milk),Tomates raisins
Sml Fries,Tortilla
Sml Fruitopia Orange,Tout le bacon et le guacamole bagel
sml Fruitopia Strawberry,TR 1 Hamb 1 Hamb from
Sml Fruitopia Strawberry,TR asiago et bacon poulet ***
Sml Fuze Iced Tea,TR Bag Bac Œ Goud
Sml Green Tea,TR Bag Bac Œuf et Gou ***
Sml Hot Chocolate (Almond Milk),TR Bagel Oeuf BLT
Sml Iced Coffee,TR Bgl grain tart ***
Sml Iced Coffee with sugar free syrup,TR Bgl grains tart ***
Sml Iced Latte (2% Milk),TR Bgl nat tart ***
Sml Iced Latte (Almond Milk),TR Bgl p-goût tart ***
Sml Iced Matcha Tea Latte (2% Milk),TR Bgl pl-goût tart ***
Sml Iced Matcha Tea Latte (Almond Milk),TR Bgl sés tart ***
Sml Iced Mocha (2% Milk),TR Bgl sésa tart ***
Sml Iced Mocha (Almond Milk),TR Érable et cheddar poulet **
Sml Latte (2% Milk),TR Érable et cheddar poulet ***
Sml Latte (Almond milk),Tr McCroustillant luxe bac sce orig Frank's RedHot
Sml Latte (Almond Milk),TR McValeur Wrap-éclair poulet croust sauce Buffalo
Sml Latte with sugar free syrup (2% Milk),TR McValeur Wrap-éclair poulet croust sauce Ranch
Sml Latte with sugar free syrup (Almond Milk),TR McValeur Wrap-éclair poulet grillé sauce Buffalo
Sml Lemongrass Green Tea,TR McValeur Wrap-éclair poulet grillé sauce Ranch
Sml London Fog Tea Latte (2% Milk),TR tom et herbe poulet ***
Sml London Fog Tea Latte (Almond Milk),Trad Softserve
Sml Mango Pineapple Real Fruit Smoothie,Tranches de pomme
Sml Mango Pineapple Refresher,Trés grand
Sml Mango Pineapple Smoothie,Très grand
Sml Matcha Tea Latte (2% Milk),Très grand café infusé
Sml Matcha Tea Latte (Almond Milk),Très grand café infusé aînés
Sml McCafé Mocha (2% Milk),Très grand café infusé décaféiné
Sml Mocha (2% Milk),Très grand café infusé décaféiné aînés
Sml Mocha (Almond Milk),Très grand café infusé décaféiné Remplir nouveau
Sml Mocha(2% Milk),Très grand café infusé Remplir nouveau
Sml Oat Iced Coffee,Trés grand menthe poivrée
Sml Orange Dream,Très grand thé à la menthe poivrée
Sml Orange Juice,Très grand thé à la menthe poivrée aînés
Sml Orange Pekoe Tea,Trés grand thé bergamia gris
Sml Peppermint Tea,Trés grand thé chai éclat
Sml Premium Roast Coffee,Trés grand thé Earl Grey
Sml Premium Roast Decaf Coffee,Trés grand thé earl grey aînés
Sml Pumpkin Spice Latte (2% Milk),Trés grand thé menthe poivrée aînés
Sml Roaring Black Tea,Trés grand thé Orange Pekoe
Sml Salted Caramel Cloud Iced Coffee,Très grand thé orange pekoe
Sml Salted Caramel Coffee Frappé,Trés grand thé orange pekoe aînés
Sml Salted Caramel Iced Coffee,Très grand thé orange pekoe aînés
Sml Salted Caramel Latte (2% Milk),Trés grand thé rugissement noir
Sml Salted Caramel Latte (Almond Milk),Trés grand thé vert
Sml Senior Orange Pekoe Tea,Tres grand thé vert à la citronnelle
Sml Senior Peppermint Tea,Trés grand thé vert aînés
Sml Sprite,Trio
Sml Sprite Berry Bliss,Trio 10 McCroquettes
Sml Strawberry Banana Smoothie,Trio 2 Burritos-matin
Sml Strawberry Triple Thick Milkshake,Trio 2 Hamburgers
Sml Strawberry Watermelon Refresher,Trio 2 hamburgers avec fromage
Sml Sweetened Cold Brew with Oat Beverage,Trio 20 McCroquettes
Sml VanChai Frappé w/ Whipped Cream & Choc Drizzle,Trio 6 McCroquettes
Sml Vanilla Chai Frappé,"Trio avec frites, format moyen"
Sml Vanilla Iced Coffee,Trio bacon McCrêpes avec œuf
Sml Vanilla Triple Thick Milkshake,Trio bacon McMuffin avec œuf
Smoky BBQ Sauce,Trio Bagel au bacon et guacamole
Smoothie,Trio Bagel BLT Tout
Smoothies & Frappes,Trio Bagel nature avec oeuf et bacon
Smoothies & Frappés,Trio Bagel nature avec oeuf et saucisse
Snack,Trio Bagel nature BLT
Snack Cadbury Crème Egg McFlurry,Trio Bagel nature BLT avec oeuf
Snack Golden McFlurry,Trio Bagel nature oeuf et bacon
Snack McFlurry,Trio Bagel plein-goût bacon et oeuf
Snack Oreo McFlurry,Trio Bagel plein-goût BLT avec oeuf
Snack Size,Trio Bagel plein-goût saucisse et oeuf
Snack Size Chocolate Milkshake,Trio Bagel sésa avec oeuf et bacon
Snack Size Strawberry Milkshake,Trio Bagel sésa avec oeuf et saucisse
Snack Size Vanilla Milkshake,Trio Bagel sésa BLT avec oeuf
Snack Skor McFlurry,Trio Bagel sésa oeuf et bacon
Snack Smarties McFlurry,Trio Bagel sésame BLT
Snack Strawberry Cheesecake McFlurry,Trio Big Mac
Snack Wrap ***,Trio Big Mac (sans viande)
Snack Wrap Patty,Trio Crêpe et saucisse
Snack Wrap Sauce,Trio Crêpes
Snack Wrap with Crispy Chicken,Trio Crêpes et bacon
Snack Wrap with Grilled Chicken,Trio Crêpes et saucisse
Snack Wraps,Trio dbl quart BLT
Snack’n Go,Trio de melons
Snacks & Sides,Trio Double Big Mac
Snowflake Holiday Mug,Trio Double filet de poisson
Soft Drinks,Trio Double Hamburger
Sour Cream & Chive Sauce,Trio Double hamburger avec fromage
SPC Card,Trio Double Hamburger avec fromage et bacon
Spicy Bac Deluxe Grill Chicken,Trio Double Quart Fromage
Spicy Bacon Deluxe Grilled Chicken Extra Value Meal,Trio Double Quart Hamburger (sans fromage)
Spicy Bacon Deluxe Grilled Chicken Sandwich,Trio Double Quart livre (sans fromage)
Spicy Bacon Deluxe McCrispy,Trio Filet de poisson
Spicy Bacon Deluxe McCrispy Extra Value Meal,Trio Hamburger avec fromage de luxe
Spicy Buffalo Chicken Snack Wrap with Crispy Chicken,Trio junior au poulet
Spicy Buffalo Chicken Snack Wrap with Grilled Chicken,Trio Junior au poulet chili doux
Spicy Buffalo Chicken Snack Wrap® with Crispy Chicken,Trio MacPoulet
Spicy Buffalo Chicken Snack Wrap® with Grilled Chicken,Trio MacPoulet épicé avec habanero
Spicy Buffalo Crispy Poutine,Trio McCrêpes  avec œuf et fromage
Spicy Buffalo Grilled Poutine,Trio McCrêpes avec œuf et fromage
Spicy Buffalo Snack Wrap w/ Crispy Chicken McValue Meal,Trio McCrêpes Suprême
Spicy Buffalo Snack Wrap w/ Grilled Chicken McValue Meal,Trio McCroustillant
Spicy Egg & Hash Brown Breakfast Wrap,Trio McCroustillant avec sauce orig Frank's RedHot
Spicy Egg & Hash Brown Breakfast Wrap Extra Value Meal,Trio McCroustillant de luxe avec bacon
Spicy Egg & Hash Brown Wrap,Trio McCroustillant de luxe avec bacon épicé
Spicy Grilled Chicken,Trio McCroustillant épicé
Spicy Grilled Chicken Sandwich,Trio McDouble
Spicy Grilled Chicken Sandwich Extra Value Meal,Trio McMuffin avec œuf et fromage
Spicy Habanero McChicken,Trio McMuffin BLT avec oeuf
Spicy Habanero McChicken Extra Value Meal,Trio McMuffin Saja épicé
Spicy Habanero Sauce,Trio McMuffin Suprême
Spicy McCrispy,Trio McValeur
Spicy McCrispy Extra Value Meal,Trio McValeur bagel nature avec fromage à la crème
Spicy McVeggie,Trio McValeur bagel plein-goût fromage à la crème
Spicy McVeggie Deluxe,Trio McValeur bagel sésame avec fromage à la crème
Spicy McVeggie Deluxe Extra Value Meal,Trio McValeur Burrito-matin
Spicy McVeggie Extra Value Meal,Trio McValeur Hamburger De Luxe
Spicy Pepper Sauce,Trio McValeur Junior au poulet
Spicy Poutine ***,Trio McValeur McDouble
Spicy Saja McMuffin,Trio McValeur Saucisse McCrêpes
Spicy Saja McMuffin Meal,Trio McValeur Saucisse McMuffin
"Spinach Salad(carrots,sunflowe",Trio McValeur Wrap-éclair poulet croust sauce Buffalo épicée
"Spinach Salad(carrots,sunflower seeds,cranberries)",Trio McValeur Wrap-éclair poulet croust sauce Ranch
Splenda,Trio McValeur Wrap-éclair poulet grillé sauce Buffalo épicée
Splenda Packet,Trio McValeur Wrap-éclair poulet grillé sauce Ranch
Spoons,Trio McVégé
Spread On,Trio McVégé avec sauce originale Frank’s RedHot
Spread Type,Trio McVégé de luxe
Sprite,Trio McVégé épicé
Sprite Berry Bliss,Trio McVégé épicé de luxe
Sprite Bottle,Trio McWrap bacon poulet grillé
Sprite Syrup,Trio McWrap cajun poulet grillé
Sprite Syrup BB CS,Trio McWrap césar poulet grillé
Sprite Syrup CS,Trio McWrap Chili doux
Sr Barq's Root Beer,Trio McWrap Chili doux avec poulet croustillant
Sr Coca Cola,Trio McWrap Chili doux avec poulet grillé
Sr Coke Zero,Trio McWrap chipotle crémeuse
Sr Diet Coke,Trio McWrap Lime vivifiante
Sr Fruitopia Orange,Trio McWrap poulet croustillant et sauce chipotle crémeuse
Sr Fruitopia Strawberry Passion Awareness,Trio McWrap Poulet et bacon
Sr Sprite,Trio McWrap Poulet et bacon avec poulet croustillant
Ssm Bgl w/Sprd VM ***,Trio McWrap Poulet et bacon avec poulet grillé
Stainless Holiday Cup,Trio McWrap poulet grillé et sauce chipotle crémeuse
Stamp Mug,Trio McWrap sauce Ranch à l’avocat
Stir Sticks,Trio McWrap sauce ranch cajun
Straw,Trio œuf McMuffin
Strawberry Banana Smoothie,Trio œuf McMuffin BLT
Strawberry Cheesecake McFlurry,Trio Poulet Big Mac
Strawberry Cheesecake McFlurry,Trio poulet grillé bac/sce orig Frank's RedHot
Strawberry Cream Flavoured Syr,Trio poulet grillé sauce originale Frank's RedHot
Strawberry Cream Flavoured Syrup,Trio Poulet McCrêpes
Strawberry Flavoured Popping Pearls,Trio Poulet McCroquettes
Strawberry Jam,Trio Poulet McCroquettes (pour 2 personnes)
Strawberry Passionfruit Syrup,Trio Poulet McMuffin
Strawberry Sundae,Trio quart BLT
Strawberry Topping,"Trio Quart de livre - frites, moyen"
Strawberry Triple Thick Milkshake,Trio Quart de livre BLT
Strawberry Watermelon Flavoured Syrup,Trio Quart fromage
Strawberry Watermelon Refresher,Trio Quart hamburger (sans fromage)
Straws,Trio Quart livre (sans fromage)
Striped Mug,"Trio Quarter fromage  - frites, moyen"
Stripes Tumbler,"Trio Quarter Fromage  - frites, moyen"
Sub Broke Egg,Trio rôties blanc et 2 œufs frits
Sub Can Bac,"Trio rôties blanc, bacon, et 2 œufs frits"
SUB Can Bacon,"Trio rôties blé entier, bacon, et 2 œufs frits"
Sub Cara syp,Trio sandwich au poulet grillé
SUB Caramel Syrup,Trio sandwich au poulet grillé de luxe avec bacon
SUB Cheese Slice,Trio sandwich épicé au poulet grillé
Sub Choc Drzl,Trio sandwich épicé poulet grillé de luxe avec bacon
SUB Chocolate Drizzle,Trio Saucisse McCrêpes
Sub Chs Slce,Trio Saucisse McCrêpes avec œuf
Sub Cr Ckn,Trio Saucisse McMuffin
Sub Cream,Trio saucisse McMuffin avec œuf
SUB Crispy Chicken,Trio Tout le bacon et le guacamole bagel
Sub Eng Mfn,Trio Wrap-déjeuner avec poulet
SUB Eng Muffin,"Trio Wrap-déjeuner avec saucisse, bacon et œuf"
Sub Fried Egg,Trio Wrap-déjeuner épicé œuf et patates hachées brunes
SUB Fried Egg,TRIO Wrap-éclair poulet sauce Buffalo
Sub Griddle,TRIO Wrap-éclair poulet sauce Ranch
SUB Griddle,Tripl triple
SUB Leaf Let,Triple triple
Sub Lettuce,Type de lait
Sub LTO Sauce 1,Verre
Sub LTO Sauce 2,Verre à collectionner de la FI
SUB LTO Sce 1,Verre à collectionner de la FIFA
SUB LTO Sce 2,Verre ch retournable
Sub Mac Sauc,Verre client
SUB Mac Sauce,Verre fr retournable
SUB Mont Jack Chs,Verre réutilisable (chaud)
Sub MontJak,Verre réutilisable (froid)
SUB Onion Rec,Vert mélangé
SUB Onion Red,Vinaigette miel et mourtarde d
SUB Onion Slv,Vinaigette miel et mourtarde de Dijon
Sub Parm,Vinaigre
SUB Parmesan Chs,Vinaigrette
Sub Qtr Bun,Vinaigrettes
SUB Qtr Bun,votre ajout exclusif McValeur
Sub Qtr Meat,Votre don aide les familles d’enfant malade.
SUB Qtr Meat,Water
Sub Ranch,Wrap épicé œuf et patate h.b.
SUB Ranch Sauce,Wrap fiesta ***
Sub Recon On,"Wrap saucisse, bacon et œuf"
Sub Red On,Wrap-déjeuner avec poulet
Sub Regular Bun,"Wrap-déjeuner avec saucisse, bacon et œuf"
Sub Rnd Egg,Wrap-déjeuner épicé avec œuf et patates hachées brunes
SUB Round Egg,Wrap-éclair au poulet croust avec sauce Buffalo épicée
Sub Scramble,Wrap-éclair au poulet croustillant avec sauce Buffalo épicée
Sub Shrd Let,Wrap-éclair au poulet croustillant avec sauce Ranch
SUB Shred Let,Wrap-éclair au poulet grillé avec sauce Buffalo épicée
Sub Slvr Onions,Wrap-éclair au poulet grillé avec sauce Ranch
Sub Sunny Egg,Wrap-éclair avec poulet croustillant
Sub Tartar,Wrap-éclair avec poulet grillé
SUB Tartar Sauce,Wrap-éclair Buffalo croustil
Sub Thai Sauce,Wrap-éclair Buffalo grillé
SUB Thai Sauce,Wrap-éclair croustil
Sub Van syp,Wrap-éclair grillé
SUB Vanilla Syrup,Wrap-éclair laitue et tomate
Substitute Almond Beverage,Wrap-éclair mayo avec poulet croustillant
Substitute Bacon,Wrap-éclair mayo avec poulet grillé
Substitute Cilantro Lime Sauce,Wrap-éclair mayo croustil
Substitute Habanero Sauce,Wrap-éclair mayo grillé
Substitute Lettuce Wrap,Wrap-éclair poul ***
Substitute Mayo-Style Sauce,Wrap-éclair poulet croustillant ranch
Substitute Milk,Wrap-éclair Ranch avec poulet grillé
