en-CA,fr-CA
Creamy Spicy Sauce,Double filet de poisson
Crispy Chicken Patty,Double h-fromage
Crispy Onions,Double hamburger
Crispy Ranch Snack Wrap,Double Hamburger
Crispy Snack Wrap,Double hamburger avec fromage
Croissant,Double Hamburger avec fromage
Croissants Sandwiches,Double Hamburger avec fromage et bacon
Crumble,double hamburger fromage
Cucumber,Double hamburger fromage
Cut in half,Double quart BLT
Dasani Water,Double quart de livre avec fromage
Dbl Chsb LT,Double quart de livre BLT
Dbl Dbl,Double quart de livre fromage
Dbl Quarter Pounder,Double quart de livre sans fro
Dbl Quarter Pounder withCheese,Double quart de livre sans fromage
Decaf Coffee,Double Quart Fromage
Delivery,Double Quart Hamburger (sans fromage)
Delivery Fee,Double Quart livre (sans fromage)
Description,Duo
Dessert,Duo 2 biscuits
Diced Apples,duo avec Café
Diet Coke,Duo Bagel Crm Chs avec Café
Diet Coke Syrup,Duo café et pâtisserie
Distance Fee,Duo chausson aux pommes
Double Bacon 'N Crispy Onion,Duo chausson aux pommes et McCafé
Double Bacon 'N Crispy Onion Quarter Pounder,Duo chausson aux pommes McCafé
Double Big Mac,Duo muffin anglais
Double Big Mac Extra Value Meal,Duo muffin anglais et boisson chaude
Double Cheeseburger,Duo muffin et café
Double Cheeseburger Extra Value Meal,"Duo patates hachées brunes et café, format moyen"
Double Cheesy Melt,Duo rôties blanc
Double Cheesy Melt Extra Value Meal,Duo rôties blanc et boisson chaude
Double Chsb LT,Duo rôties blé entier
Double Double,Duo rôties blé entier et 2 œufs frits
Double Espresso,Duo rôties blé entier et boisson chaude
Double Filet-O-Fish,E Coke
Double Filet-O-Fish Extra Value Meal,E Eau froide
Double Hamburger,E LF à la fraise ML
Double Hamburger Extra Value Meal,E LF au chocolat ML
Double Quarter Pounder,E LF au vanille ML
Double Quarter Pounder BLT,E LF chocolat
Double Quarter Pounder BLT Extra Value Meal,E LF fraise
Double Quarter Pounder Cheese,E LF vanille
Double Quarter Pounder Extra Value Meal,Eau DASANI
Double Quarter Pounder with Cheese,EC Capp sirop ***
Double Quarter Pounder With Cheese,ÉC Cappuccino ***
Double Quarter Pounder with Cheese Extra Value Meal,EC Choc ch ment ***
Double Quarter Pounder without Cheese,ÉC Lat M. Car
Double Quarter Pounder without Cheese Extra Value Meal,EC Latte
Double Toasted,ÉC Latte ***
Drink,ÉC Latte M. Caramel
Drink tray,EC Latte sirop ***
Driver Regulatory Fee,ÉC Latte ss ***
Earl Grey Tea,ÉC Moka ***
Earlybird Mug,EC Moka menthe ***
Edamame,Échantillon
Egg ‘N Cheese McGriddles,Échantillon latte caramel (lait 2%)
Egg ‘N Cheese McGriddles Extra Value Meal,Edamame
Egg ‘N Cheese McMuffin,Enfant
Egg ‘N Cheese McMuffin Extra Value Meal,Enfant Coca-Cola
Egg BLT Bagel ***,Enfant Coca-Cola Zero
Egg BLT Bagl VM,Enfant Coke
Egg BLT McMuffin,Enfant Coke Diète
Egg BLT McMuffin Extra Value Meal,Enfant Fruitopia fraises
Egg LT Bagl VM,Enfant Fruitopia orange
Egg LT Croissant Sandwich,Enfant Racinette Barq's
Egg McMuffin,Enfant Sprite
Egg McMuffin & Hash Brown Deal,Enfant Thé glacé Fuze
Egg McMuffin Extra Value Meal,Enfant Thé glacé FUZE
Egg White Only,Enfant Thé glacé NESTEA
English Muffin,Ens mél salades
English Muffin Special,Érable et cheddar ***
Entrée Salad,Espresso
Espresso,Espresso allongé
Everything Bacon 'N Egg Bagel,Extra from ched jack
Everything Bacon 'N Egg Bagel Extra Value Meal,Extra garniture coupe glacée
Everything Bacon & Guacamole Bagel,Extra garniture pour coupe glacée
Everything Bacon & Guacamole Bagel Meal,Extra sauce à McCroquettes
Everything Bagel,Extra sauce poutine
Everything Bagel Happy Meal,Extra sirop
Everything Bagel Reg CC Prod,Facturation pour livraison
Everything Bagel w/ Reg Cream Cheese McValue Meal,Festin 20 McCroquettes
Everything Bagel w/ Regular Cream Cheese Product,Festin 20 McCroquettes (portion pour 2)
Everything Bagel with Regular Cream Cheese Product,Festin déjeuner pour 4
Everything BLT Bagel,Festin déjeuner pour 4 (portion pour 4)
Everything BLT Bagel Extra Value Meal,Festin écono
Everything Egg BLT Bagel,Festin écono (portion pour 4)
Everything Egg BLT Bagel Extra Value Meal,Festin familial
Everything Sausag 'N Egg Bagel,Festin familial (portion pour 3)
Everything Sausage 'N Egg Bagel,Festin fin de soirée
Everything Sausage 'N Egg Bagel Extra Value Meal,Festin fin de soirée (portion pour 4)
Everything Sausage Egg Bagel,Festins à partager
Evr Bgl w/Sprd VM ***,Filet de poisson
Evry Bagl w/ Spreads,Filet de poisson et Côte
Evry Bagl w/ Spreads ***,Fourchettes
Evry Bgl w/ Sprd VM ***,Frais (2 sacs)
Exclusive McValue Add-on,Frais de distance
Extra Chai Glow Tea Bag,Frais de fête
Extra Earl Grey Tea Bag,Frais de livraison
Extra Gravy,Frais de réponse réglementaire
Extra Green Tea Bag,Frais de réponse réglementaire du livreur
Extra Ice,Frais de service
Extra Large,Frais de temps d'attente évita
Extra Large Earl Grey Tea,Frais de temps d'attente évitable des livreurs DD
Extra Large Green Tea,Frais pour petite commande
Extra Large Peppermint Tea,Frites
Extra Large Senior's Coffee,Frites assaisonnées aux fines herbes et à l'ail
Extra Large Senior's Decaf Coffee,Frites de renommée mondiale
Extra Large Senior's Earl Grey Tea,Frites fines herbes et à l'ail
Extra Large Senior's Green Tea,"Frites, format petit"
Extra Large Senior's Orange Pekoe Tea,"Frites, grand format"
Extra Large Senior's Peppermint Tea,"Frites, mini-format"
Extra Orange Pekoe Tea,"Frites, moyen format"
Extra Peppermint tea bag,"Frites, petit format"
Extra Peppermint Tea Bag,From chedar jack
Extra Sundae Topping,From cr orig
Extra Syrup,From. la crème à côté
Extra Value Meal,Fromage
Family Bundle,Fromage à la crème
Family Bundle (Serves 3),Fromage à la crème original
Feta & Olive Sauce,Fromage Brie
Filet-O-Fish,Fromage cheddar blanc
Filet-O-Fish & Side Deal,Fromage crème
Filet-O-Fish Extra Value Meal,Fromage en grains
Filet-O-Fish Patty,Fromage grillé sandwichs
Fireworks Mug,Fromage grillé sandwichs
Fish,Fromage mozzarella
Flexible Straw,Fromage parmesan râpé
Foam,Fromage râpé
Forks,Fromage Suisse
Fountain Drinks,Fruitopia fraises
Frank's Creamy Garlic Sauce,Fruitopia orange
Frank's RedHot Menu,Fruitopia Org Syrup
Frank's RedHot Original McCrispy,Fruitopia Strw Syrup
Frank's RedHot Original McCrispy Extra Value Meal,Fuze Iced Tea Syrup
Frank’s RedHot Creamy Garlic B,G Café
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMfn VM,G Café décaf infusé
Frank’s RedHot Creamy Garlic Bacon ‘N Egg McMuffin,G Café frappé + crème fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic C,G Capp sirop ***
Frank’s RedHot Creamy Garlic Chicken McMuffin,G Cappuccino ***
Frank’s RedHot Creamy Garlic Chicken McMuffin EVM,G Cappuccino R ***
Frank’s RedHot Creamy Garlic E,G Cappuccino Sirop ***
Frank’s RedHot Creamy Garlic Egg McMuffin,G Cappuccino Sirop R***
Frank’s RedHot Creamy Garlic Egg McMuffin EVM,G Chai frappé van. + cr. fouettée + coulis au choc.
Frank’s RedHot Creamy Garlic S,G Choc ch ment ***
Frank’s RedHot Creamy Garlic Saus ‘N Egg McMfn VM,G Coke
Frank’s RedHot Creamy Garlic Sausage ‘N Egg McMfn,G Déca infusé
Frank’s RedHot Hot Honey Dippi,G Eau chaude
Frank’s RedHot Hot Honey Dipping Sauce,G Eau froide
Frank’s RedHot McVeggie,G Lat caramel ***
Frank’s RedHot Original McCris,G Lat M. Car ***
Frank’s RedHot Original McCrispy,G Lat pép choc ***
Frank’s RedHot Original McCrispy Bacon Deluxe,G Latte ***
Frank’s RedHot Original McCrispy Bacon Deluxe Meal,G Latte au caramel ***
Frank’s RedHot Original McVeggie,G Latte au chocolat et à la noisette (lait 2 %)
Frank’s RedHot Original McVeggie Meal,G Latte glacé ***
Frank’s RedHot® Original Thick,G Latte glacé au chocolat et à la noisette (lait 2 %)
Frank’s RedHot® Original Thick Sauce,G Latte glacé L ***
Free Medium Soft Drink,G Latte M. Caramel ***
Free Sandwich,G Latte menthe ***
French Book,G Latte pép choc ***
French Croissant,G Latte sirop ***
French Croissant,G Latte Sirop ***
French Fries,G Latte Sirop R ***
French Vanilla Cream Cold Brew,G Latte vanille fr
French Vanilla Latte (2% milk),G LF à la fraise ML
French Vanilla Latte (2% Milk),G LF à la vanille ML
French Vanilla Latte (Almond Milk,G LF au chocolat ML
French Vanilla Latte (Almond milk),G LF chocolat
French Vanilla Latte (Almond Milk),G LF fraise
French Vanilla Syrup,G LF vanille
Fried Egg,G Moka ***
Fries,G Moka menthe ***
Fruit & Fibre Muffin,G Smo bleuet
Fruit Medley,G Smo mangue
Fruit Splash Beverage,G Smooth bleuet ML
Fruit Splash Beverages,G Smooth mangue ML
Fruitopia Orange,G Thé Earl Grey
Fruitopia Org Syrup,G Thé pekoe
Fruitopia Strawberry,G Thé vert
Fruitopia Strawberry Passion Awareness,Galette de poulet
Fruitopia Strw Syrup,Garni comme Big Mac
Fry Display,Garni comme Mac
Fry Monitor Display,Garniture croustillante au car
Fudge,Garniture croustillante au caramel salé
Fudge Sundae,Garniture Mcflurry
Fuze Iced Tea,Glaçage au fromage à la crème
FUZE Iced Tea,Glace
Fuze Iced Tea Syrup,Glace chili limettes
Garden Salad(apples & walnuts),Glacéau smartwater
Garlic Seasoning,"Glacéau vitaminwater baie d'acai, bleuet et grenade"
Gingham Holiday Mug,Glacéau vitaminwater bleuets
Gold Peak Slightly Sweet Lemon Iced Tea,Glacéau vitaminwater orange
Gold Peak Sweet Lemon Iced Tea,glacée moka
Granola,Glacée moka  (lait d'amande)
Grape Tomatoes,Godet crème
Gravy,Godet de lait
Greek Entrée Salad,Gonflez V Tr
Greek Pasta Feta Salad,Graines tournesol
Green Dipped Mug,Grand
Green Onions,Grand
Green Tea,Grand
Grilled Cheese,Grand americano
Grilled Cheese Sandwich,Grand Café frappé
Grilled Cheese Sandwiches,Grand café glacé
Grilled Chicken,Grand café glacé à la vanille
Grilled Chicken Patty,Grand café glacé au caramel
Grilled Chicken Sandwich,Grand café glacé avec boisson à l'avoine
Grilled Chicken Sandwich,Grand café glacé avec sirop sans sucre
Grilled Chicken Sandwich,Grand Café glacé avec sirop sans sucre
Grilled Chicken Sandwich Extra Value Meal,Grand café infusé
Grilled Frank's RedHot Origina,Grand café infusé à froid
Grilled Frank's RedHot Original,Grand café infusé à froid avec sirop sans sucre et crème
Grilled Frank's RedHot Original Extra Value Meal,Grand café infusé à froid caramel et crème
Grilled Frank’s RedHot Origina,Grand café infusé à froid sucré avec crème
Grilled Frank’s RedHot Original Bacon Deluxe,Grand café infusé à froid sucré/avoine
Grilled Frank’s RedHot Original Bacon Deluxe Meal,Grand café infusé à froid vanille française et crème
Grilled Onions,Grand Café infusé aînés
Grilled Ranch Snack Wrap,Grand café infusé décaféiné
Grilled Snack Wrap,Grand café infusé décaféiné aînés
Ground Coffee & Mug Giftset,Grand café infusé décaféiné Remplir nouveau
Guacamole,Grand café infusé Remplir nouveau
Half Cream,Grand cappuccino (lait 2%)
Half Crispy Chicken Patty,Grand Cappuccino (lait d'amande)
Half Decaf,Grand Chai frappé à la vanille
Half Filet-O-Fish Patty,Grand Chai frappé à la vanille
Half Grilled Chicken,Grand Chocolat chaud (lait 2%)
Half Ice,Grand Coca Fraises et Crème avec mousse froide
Half Milk,Grand Coca-Cola
Half Oat Beverage,Grand Coca-Cola Zero
Half Splenda,Grand Coke
Half Sugar,Grand Coke Diète
Half Syrup,Grand Frites
HALLOWEEN GC,Grand Fruitopia fraises
Halloween Gift Certs,Grand Fruitopia orange
Hamburger,Grand glacée moka
Hamburger Deluxe,Grand jus d'orange
Hamburger Deluxe McValue Meal,Grand jus de pomme
Hamburger Happy Meal,Grand lait ultra-frappé à la fraise
Hamburger with Apple slices,Grand lait ultra-frappé à la vanille
"Hamburger, No Meat",Grand lait ultra-frappé au chocolat
Happy Meal,Grand latte (lait 2%)
Happy Meal 4 McNuggets with Apple slices,Grand latte (lait d'amande)
Happy Meal 4 McNuggets with Apple Slices,Grand latte à la caramel (lait 2%)
Happy Meal 4 McNuggets with Mini Fries,Grand latte à la vanille française (lait 2%)
Happy Meal 4 McNuggets with Mini-fries,Grand Latte à la vanille française (lait d'amande)
Happy Meal 4 McNuggets with Small Fries,Grand latte à thé London fog (lait 2%)
Happy Meal 4 McNuggets with Small fries for $2.99,Grand latte au thé matcha (lait 2%)
Happy Meal Book only,Grand latte avec sirop sans sucre (lait 2%)
Happy Meal Cheeseburger,Grand latte avec sirop sans sucre (lait d'amande)
Happy Meal Cheeseburger Mini Fry for $2.99,Grand latte caramel (lait 2%)
Happy Meal Cheeseburger with Apple slices,Grand latte caramel (lait d'amande)
Happy Meal Cheeseburger with Apple Slices,Grand latte glacé (lait 2%)
Happy Meal Cheeseburger with Mini Fries,Grand Latte glacé (lait amande)
Happy Meal Cheeseburger with mini-fries,Grand latte glacé au matcha (lait 2%)
Happy Meal Cheeseburger with Small Fries,Grand latte glacé matcha (lait amande)
Happy Meal Cheeseburger with Small fries for $2.99,Grand menthe poivrée
Happy Meal Crispy Chicken Snack Wrap with Apple Slices,Grand Moka (lait 2%)
Happy Meal Crispy Chicken Snack Wrap with Mini Fries,Grand moka glacé
Happy Meal Crispy Chicken Snack Wrap with Small Fries,Grand Racinette Barq's
Happy Meal Crispy Mayo with Mini Fries,Grand smoothie fraises-banane
Happy Meal Fish Stick,Grand smoothie grenade-bleuets
Happy Meal French Book only,Grand smoothie mangue-ananas
Happy Meal Grilled Cheese with Apple Slices,Grand Splash fraîcheur au citron
Happy Meal Grilled Cheese with Mini Fries,Grand Splash fraîcheur au melon d’eau et à la lime
Happy Meal Grilled Cheese with Small Fries,Grand Sprite
Happy Meal Grilled Chicken Snack Wrap with Apple Slices,Grand Sprite à la framboise bleue avec mousse froide
Happy Meal Grilled Chicken Snack Wrap with Mini Fries,Grand Sprite Crème à l'orange avec mousse froide
Happy Meal Grilled Chicken Snack Wrap with Small Fries,Grand Sprite nocturne
Happy Meal Hamburger with Apple slices,Grand thé à la menthe poivrée
Happy Meal Hamburger with Apple Slices,Grand thé à la menthe poivrée aînés
Happy Meal Hamburger with Mini Fry,Grand thé bergamia gris
Happy Meal Hamburger with mini-fries,Grand thé chai éclat
Happy Meal Hamburger with Small Fries,Grand thé Earl Grey
Happy Meal Hamburger with Small fries for $2.99,Grand thé earl grey aînés
Happy Meal Hotcakes with Apple Slices,Grand Thé glacé Fuze
Happy Meal Hotcakes with Hash Browns,Grand thé menthe poivrée aînés
Happy Meal Hotcakes with Hashbrowns for $2.99,Grand thé orange pekoe
Happy Meal Hotcakes with Mini Fry,Grand thé Orange Pekoe
Happy Meal Hotcakes with Small Fries,Grand thé orange pekoe aînés
Happy Meal Juice/Milk/Water,Grand thé rugissement noir
Happy Meal Lettuce & Tomato Snack Wrap w/ Apple Slices,Grand thé vert
Happy Meal Lettuce & Tomato Snack Wrap with Mini Fries,Grand thé vert à la citronnelle
Happy Meal Lettuce & Tomato Snack Wrap with Small Fries,Grand thé vert aînés
Happy Meal Lettuce & Tomato SnackWrap w/ Sml Fries,Gratuit moyen boisson
Happy Meal Mayo Crispy Chicken Snack Wrap with Mini Fries,Guacamole
Happy Meal Nugget,H-fromage
Happy Meal snack Wrap,Hamburger
Happy Meal Snack Wrap,Hamburger avec fromage
Happy Meal Toy,Hamburger avec fromage de luxe
Happy Meal Toy - Under 3,"Hamburger avec fromage, sans viande"
Happy Meal with Apple slices,Hamburger De Luxe
Happy Meal with Apple Slices,Hamburger fromage
Happy Meal with Hash Browns,"Hamburger fromage, sans viande"
Happy Meal with Hashbrowns,Hamburger Joueur étoile
Happy Meal with Mini Fries,Hamburger Joueur étoile - repas Bâtons LNH
Happy Meal with mini-fries,"Hamburger, sans viande"
Happy Meal with Mini-fries,Hamburgers
Happy Meal with Small fries,Hazelnut & Cocoa McPops
Happy Meal with Small Fries,Honest Kids La Fée des pommes
Happy Meals,Honest Kids Super Punch aux Fr
Harvest Entrée Salad,Honest Kids Super Punch aux Fruits
Hash Brown,Hummus original
Hash Brown & Coffee,J’ai ma tasse (M)
Hash Brown & Medium Premium Roast Coffee,JF Crêpes ***
Hash Browns,JF Fête crêpes
Have my Own Cup (Med),JF Fête h-from
Have my Own Cup (Med),JF Fête hamb fromage
Hazelnut & Cocoa McPops,JF Fête McCroq
Heart Mug,JF Fête McCroquettes
Heated,JF Fête wrap
Herb & Garlic Seasoned Fries,JF Jouet
HM 4 Nuggets & Mini Fry for $2.99,JF Jouet garçon
HM 4Nug Chrg,JF Jouet R
HM 4Nug Party Charge,JF poisson ***
HM 4Nugget ***,JF Poutine
HM BAGEL ***,JF Sand from fond***
HM BAGL ***,JF Wrp-éclair lait+tom***
HM Buf Wrap Crispy ***,"Joeyeux Festin 4 McCroquettes, petit frites pour 2,99$"
HM Buf Wrap Grill ***,Jouet moins de 3 ans
HM Buf Wrp Cr ***,Journal post sem
HM Buf Wrp Gr ***,Journal post semaine
HM Cheese Bagl ***,Journal post wk-end
HM Cheeseburger ***,Journal quotid
HM Cheeseburger Mn Fry Yog,Journal quotid 4
HM Chkn McBites ***,Journal quotidien
HM Chsb Chrg,Journal week-end
HM Chsb Party Charge,Journal weekend
HM Evry Bagel ***,Journal wk-end 4
HM Grilled Cheese ***,Journl post wk-end
HM Hambuger ***,Joyeux festin
HM Hamburger ***,Joyeux festin 1 pat hach brune
HM Hamburger Mini Fry,Joyeux festin 4 McCroquettes - mini-frites
HM Hamburger Mini Fry for $2.99,Joyeux festin 4 McCroquettes - P frites
HM Hotcakes ***,Joyeux festin 4 McCroquettes - pommes
HM Htck Chrg,Joyeux Festin 4 McCroquettes avec pommes
HM Htck Party Charge,"Joyeux Festin 4 McCroquettes, mini frites pour 2,99$"
HM Let & Tom Snwrp ***,"Joyeux Festin 4 McCroquettes, mini-frites"
HM McEGGY ***,Joyeux Festin avec mini-frites
HM Mgrain Bagel ***,Joyeux Festin avec pat hach br
HM Plain Bagel ***,Joyeux Festin avec petit frite
HM Sesame Bagel ***,Joyeux festin avec pommes
HM Snack Wrap ***,Joyeux Festin avec pommes
HM Snk Wrap Chrg,Joyeux festin Crêpes - 1 pat hach brune
HM Snk Wrap Party Charge,Joyeux festin Crêpes - mini-frites
Hockey Hero Burger,Joyeux festin Crêpes - p frites
Hockey Hero Burger - NHL Star Sticks Meal,Joyeux festin Crêpes - pommes
Hockey Hero Burger Extra Value Meal,"Joyeux Festin Crêpes, pat hach brunes pour 2,99$"
Hockey Holiday Mug,Joyeux festin hamburger - mini-frites
Hockey Tickets,Joyeux festin hamburger - P frites
Holiday Sweater Cup,Joyeux festin hamburger - pommes
Holiday Tree Cup,Joyeux Festin Hamburger avec pommes
Hollandaise-style sauce,Joyeux festin hamburger fromage - mini-frites
Homestyle Bun,Joyeux festin hamburger fromage - P frites
Honest Kids Appley Ever After,Joyeux festin hamburger fromage - pommes
Honest Kids Super Fruit Punch,"Joyeux Festin Hamburger fromage, mini-frites"
Honey,"Joyeux Festin Hamburger fromage, petit frites pour 2,99$"
Honey Dijon Vinaigrette Dressi,"Joyeux Festin Hamburger fromage, pommes"
Honey Dijon Vinaigrette Dressing,"Joyeux Festin Hamburger, mini-frites"
Hot Beverage,"Joyeux Festin Hamburger, mini-frites pour 2,99$"
Hot Chocolate,"Joyeux Festin Hamburger, petit frites pour 2,99$"
Hot Chocolate (2% Milk),Joyeux festin jouet
Hot Chocolate (Almond Milk),Joyeux festin jouet moins de 3 ans
Hot Chocolate Packet,Joyeux festin mini-frites
Hot Drink,Joyeux festin p frites
Hot Drinks,Joyeux festin P frites
Hot McCafé,Joyeux festin sandwich fromage fondant - mini-frites
Hot Mustard,Joyeux festin sandwich fromage fondant - P frites
Hot Reusable Cup,Joyeux festin sandwich fromage fondant - pommes
Hotcake & Sausage Extra Value Meal,Joyeux festin Wrap-éclair
Hotcake Syrup,Joyeux festin Wrap-éclair croust - mini-frites
Hotcakes,Joyeux festin Wrap-éclair croust - P frites
Hotcakes & Bacon,Joyeux festin Wrap-éclair croust - pommes
Hotcakes & Bacon Extra Value Meal,Joyeux festin Wrap-éclair grillé - mini-frites
Hotcakes & Sausage,Joyeux festin Wrap-éclair grillé - P frites
Hotcakes & Sausage Extra Value Meal,Joyeux festin Wrap-éclair grillé - pommes
Hotcakes & Snacks & Sides,Joyeux festin Wrap-éclair laitue et tomate - mini-frites
Hotcakes Extra Value Meal,Joyeux festin Wrap-éclair laitue et tomate - P frites
Hotel Coupon,Joyeux festin Wrap-éclair laitue et tomate - pommes
Ice,Joyeux festin Wrap-éclair Ranch croust - mini-frites
Ice Coffee with sugar free syrup,Junior au poulet
Ice Mocha 2S,Junior au poulet chili doux
Ice Mocha Milk,Jus
Iced Coffee,Jus d'orange
Iced Coffee with sugar free syrup,Jus d'orange - Simply Orange
Iced Latte,Jus de pomme
Iced Latte (2% Milk),Jus de pomme - Simply Pomme
Iced Latte (Almond Milk),"Jus, lait et eau"
Iced Matcha Tea Latte (2% Milk),Jus/lait/bouteille
Iced Matcha Tea Latte (Almond Milk),Jus/lait/bouteille d'eau
Iced Mocha,Ketchup
Iced Mocha (2% Milk),L Lat M. Crml ***
Iced Mocha (almond milk),L Latte M. Caramel ***
Iced Mocha (Almond Milk),Laisser esp
In a Cup,Lait
Italian Herb Sauce,Lait 1%
Jam with knife,Lait 1% au chocolat
Jr Chicken,Lait 2%
Jr Chicken Meal Deal,Lait chocolat
Juice,lait d'amande
Juice Deposit,Lait frappé à la fraise
Juice Pack Deposit,Lait frappé à la menthe
"Juice, Milk & Water","Lait frappé à la menthe, format collation"
Juice/Milk/Water,"Lait frappé à la menthe, format moyen"
Junior Chicken,"Lait frappé à la menthe, grand format"
Junior Chicken McValue Meal,"Lait frappé à la menthe, petit format"
K-Cup & Tumbler Giftset,Lait frappé à la vanille
Ketchup,Lait frappé au chocolat
Ketchup Packet,Lait glacee
Keychain,Lait ultra-frappé
Kid's Mac,Lait ultra-frappé à la fraise
Kiddie Cone,Lait ultra-frappé à la vanille
Knives,Lait ultra-frappé au chocolat
L  Hot Choc ***,Laits frappés
L Apple Juice,Laitue
L Cap Syrup ***,Large
L Cappuccino ***,Large Cup
L Cappuccino Syrup ***,Latte
L Caramel Choc Latte ***,Latte (lait 2%)
L Caramel Choc Mocha ***,Latte (lait aux amandes)
L Caramel Latte ***,Latte (lait d'amande)
L Chai Latte ***,Latte à la caramel (lait 2%)
L Choc Chip Lat ***,Latte à la crème brûlée (lait 2%)
L Hot Choc  ***,"Latte à la van fr, format moyen (lait aux amandes)"
L Hot Choc ***,"Latte à la van fr, grand format (lait aux amandes)"
L Hot Choc Mint ***,"Latte à la van fr, petit format (lait aux amandes)"
L Hot Chocolate ***,Latte à la vanille française (lait 2%)
L Hot Water,Latte à la vanille française (lait aux amandes)
L Hot Wht Choc ***,Latte à la vanille française (lait d'amande)
L Ice Latte ***,Latte à thé chai cardamome (lait 2%)
L Iced Matcha Latte ***,Latte à thé chai cardamome (lait écrémé)
L Lat Caramel ***,Latte à thé London fog (lait 2%)
L Lat Chc Chp ***,Latte à thé London fog (lait sans lactose)
L Lat Cml Choc ***,Latte au caramel (lait 2%)
L Lat M. Caramel ***,Latte au caramel (lait aux amandes)
L Lat M. Caramel***,"Latte au caramel, format moyen (lait aux amandes)"
L Lat M. Crml ***,"Latte au caramel, grand format (lait aux amandes)"
L Lat Pump ***,"Latte au caramel, petit format (lait aux amandes)"
L Lat Pumpkin Crml ***,Latte au chocolat et à la noisette (lait 2 %)
L Lat SF ***,Latte au thé chai (lait 2 %)
L Lat Syrup ***,Latte au thé chai (lait aux amandes)
L Latte ***,"Latte au thé chai, format moyen (lait 2 %)"
L Latte Cml Choc ***,"Latte au thé chai, format moyen (lait aux amandes)"
L Latte Mint ***,"Latte au thé chai, grand format (lait 2 %)"
L Latte Mint R ***,"Latte au thé chai, grand format (lait aux amandes)"
L Latte Pumpkin ***,"Latte au thé chai, petit format (lait 2 %)"
L Latte Syrup ***,"Latte au thé chai, petit format (lait aux amandes)"
L Lndn Fog Latte ***,Latte au thé matcha (lait 2 %)
L Matcha Latte ***,Latte au thé matcha (lait 2%)
L Mocha ***,Latte au thé matcha (lait aux amandes)
L Mocha Cml Choc ***,"Latte au thé matcha, format moyen (lait 2 %)"
L Mocha Mint ***,"Latte au thé matcha, grand (lait aux amandes)"
L Mocha Wht Choc ***,"Latte au thé matcha, grand format (lait 2 %)"
L Orange Juice,"Latte au thé matcha, moyen (lait aux amandes)"
L Sugar Free Latte ***,"Latte au thé matcha, petit (lait aux amandes)"
L Van Latte ***,"Latte au thé matcha, petit format (lait 2 %)"
L Water,Latte avec sirop sans sucre (lait 2%)
Large,Latte avec sirop sans sucre (lait aux amandes)
Large,Latte avec sirop sans sucre (lait d'amande)
Large Barq's Root Beer,Latte caramel (lait 2%)
Large Blueberry Pomegranate Smoothie,Latte caramel (lait d'amande)
Large Breakfast Poutine,Latte citrouille (lait 2%)
Large Cappuccino (Almond Milk),Latte glacé
Large Caramel Iced Coffee,Latte glacé (lait 2%)
Large Chocolate Shake,Latte glacé (lait amande)
Large Clear Cup,Latte glacé au chocolat et à la noisette (lait 2 %)
Large Coke,Latte glacé au matcha (lait 2%)
Large Cup,Latte glacé matcha (lait amande)
Large Cup FS,Latte London Fog (lait 2 %)
Large Decaf Coffee,Latte London Fog (lait aux amandes)
Large Diet Coke,"Latte London Fog, format moyen (lait 2 %)"
Large Earl Grey Tea,"Latte London Fog, format moyen (lait aux amandes)"
Large French Fries,"Latte London Fog, grand format (lait 2 %)"
Large French Vanilla Latte,"Latte London Fog, grand format (lait aux amandes)"
Large French Vanilla Latte (2% milk),"Latte London Fog, petit format (lait 2 %)"
Large Fries,"Latte London Fog, petit format (lait aux amandes)"
Large Green Tea,"Latte, format moyen (lait aux amandes)"
Large Mango Smoothie,"Latte, grand format (lait aux amandes)"
Large Orange Pekoe Tea,"Latte, petit format (lait aux amandes)"
Large Peppermint Tea,Le Grand M
Large Poutine,Légèrement grillé
Large Premium Roast Coffee,Les bâtons des étoiles de la L
Large Senior's Decaf Coffee,Les bâtons des étoiles de la LNH - Ajouter à la commande
Large Senior's Earl Grey Tea,"LF chocolat, format col."
Large Senior's Green Tea,"LF fraise, format col."
Large Senior's Orange Pekoe Tea,"LF vanille, format col."
Large Senior's Peppermint Tea,Livraison
Large Spicy Buffalo Crispy Poutine,Livre Ou Jouet
Large Spicy Buffalo Grilled Poutine,Livret avec un Joyeux festin
Large Spicy Crisp Poutine,Livret fr avec Joyeux festin
Large Sprite,Livret français avec un Joyeux festin
Large Strawberry Banana Smoothie,Livret français seul
Large Strawberry Shake,Livret seul
Large Vanilla Shake,M Café
Late Night Bundle,M Café décaf infusé
Late Night Bundle (Serves 4),M Café frappé + crème fouettée + coulis au choc.
Latte,M Capp sirop ***
Latte (2% Milk),M Cappuccino ***
Latte (Almond milk),M Cappuccino R ***
Latte (Almond Milk),M Cappuccino Sirop ***
Latte French Vanilla (@%),M Cappuccino Sirop R***
Latte French Vanilla (2% Milk),M Chai frappé van. + cr. fouettée + coulis au choc.
Latte or Cappuccino,M Choc ch ment ***
Latte with sugar free syrup (2% Milk),M Coke
Latte with sugar free syrup (Almond Milk),M Déca infusé
Leaf Holiday Mug,M Eau chaude
Leaf Lettuce,M Eau froide
Leaf Mug,M Frites
Leaf Tumbler,M Lat caramel ***
Leave Some Space,M Lat M. Car ***
Lemon Fruit Splash,M Lat M. Crml ***
